Creation_Date;Index_Symbol;Index_Name;Index ISIN;Internal_Key;ISIN;RIC;Instrument_Name;Country;Currency;Exchange;Index Membership;FF Mcap (MEUR);Rank (FINAL);Rank (PREVIOUS);Comment;Rank 2 (FINAL);Rank 2 (PREVIOUS)
20240902;SXXP;STOXX Europe 600;EU0009658202;465191;DK0062498333;NOVOb.CO;NOVO NORDISK B;DK;DKK;NASDAQ Copenhagen;;403258.788854435;1;1;;;
20240902;SXXP;STOXX Europe 600;EU0009658202;546078;NL0010273215;ASML.AS;ASML HLDG;NL;EUR;Euronext Amsterdam;;324462.677336;2;2;;;
20240902;SXXP;STOXX Europe 600;EU0009658202;461669;CH0038863350;NESN.S;NESTLE;CH;CHF;Six Swiss Exchange;;253923.694634;3;3;;;
20240902;SXXP;STOXX Europe 600;EU0009658202;098952;GB0009895292;AZN.L;ASTRAZENECA;GB;GBP;London SE;;244319.651000853;4;4;;;
20240902;SXXP;STOXX Europe 600;EU0009658202;477408;CH0012005267;NOVN.S;NOVARTIS;CH;CHF;Six Swiss Exchange;;218670.817095903;5;7;;;
20240902;SXXP;STOXX Europe 600;EU0009658202;474577;CH0012032048;ROG.S;ROCHE HLDG P;CH;CHF;Six Swiss Exchange;;214849.639962961;6;6;;;
20240902;SXXP;STOXX Europe 600;EU0009658202;B09CBL;GB00BP6MXD84;SHEL.AS;SHELL;GB;EUR;Euronext Amsterdam;;204225.17105473;7;5;;;
20240902;SXXP;STOXX Europe 600;EU0009658202;476361;DE0007164600;SAPG.DE;SAP;DE;EUR;XETRA;;201776.911003089;8;8;;;
20240902;SXXP;STOXX Europe 600;EU0009658202;454005;FR0000121014;LVMH.PA;LVMH MOET HENNESSY;FR;EUR;Euronext Paris;;172332.47518641;9;9;;;
20240902;SXXP;STOXX Europe 600;EU0009658202;040054;GB0005405286;HSBA.L;HSBC;GB;GBP;London SE;;148558.410580816;10;10;;;
20240902;SXXP;STOXX Europe 600;EU0009658202;490541;FR0000120271;TTEF.PA;TOTALENERGIES;FR;EUR;Euronext Paris;;148437.98221806;11;11;;;
20240902;SXXP;STOXX Europe 600;EU0009658202;091321;GB00B10RZP78;ULVR.L;UNILEVER PLC;GB;GBP;London SE;;146874.059745886;12;12;;;
20240902;SXXP;STOXX Europe 600;EU0009658202;483410;FR0000121972;SCHN.PA;SCHNEIDER ELECTRIC;FR;EUR;Euronext Paris;;131874.8731311;13;13;;;
20240902;SXXP;STOXX Europe 600;EU0009658202;480710;DE0007236101;SIEGn.DE;SIEMENS;DE;EUR;XETRA;;127779.84;14;14;;;
20240902;SXXP;STOXX Europe 600;EU0009658202;477518;FR0000120578;SASY.PA;SANOFI;FR;EUR;Euronext Paris;;116211.761657017;15;15;;;
20240902;SXXP;STOXX Europe 600;EU0009658202;401632;DE0008404005;ALVG.DE;ALLIANZ;DE;EUR;XETRA;;110033.8623247;16;16;;;
20240902;SXXP;STOXX Europe 600;EU0009658202;401140;FR0000120073;AIRP.PA;AIR LIQUIDE;FR;EUR;Euronext Paris;;97229.75171232;17;17;;;
20240902;SXXP;STOXX Europe 600;EU0009658202;453478;FR0000120321;OREP.PA;L'OREAL;FR;EUR;Euronext Paris;;95771.770920666;18;18;;;
20240902;SXXP;STOXX Europe 600;EU0009658202;511938;DE0005557508;DTEGn.DE;DEUTSCHE TELEKOM;DE;EUR;XETRA;;92074.5690313695;19;21;;;
20240902;SXXP;STOXX Europe 600;EU0009658202;013849;GB0007980591;BP.L;BP;GB;GBP;London SE;;88959.5224166974;20;19;;;
20240902;SXXP;STOXX Europe 600;EU0009658202;478511;CH0244767585;UBSG.S;UBS GROUP;CH;CHF;Six Swiss Exchange;;88239.8397012988;21;20;;;
20240902;SXXP;STOXX Europe 600;EU0009658202;037178;GB00BN7SWP63;GSK.L;GSK;GB;GBP;London SE;;84873.5982406944;22;25;;;
